Affinity unit, # ,Ligand,Quality,Pred. ΔG,Pred. Error,Exp. ΔG,Structure
kcal/mol,11,Example 22,0,-8.79,0.32,-9.24,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([Br-0X1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,12,Example 1,0,-9.13,0.28,-8.99,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1])[#1]
kcal/mol,13,Example 29,0,-6.85,0.32,-7.62,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([#1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[C-0X3]1=[C-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,14,Example 2,0,-7.93,0.29,-8.28,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[C-0X4]([#1])([#1])[#1])[#1]
kcal/mol,15,Example 30,0,-8.87,0.27,-9.16,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,16,Example 5,0,-6.15,0.33,-7.56,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[O-0X2][C-0X4]([#1])([#1])[#1])[Cl-0X1])[#1]
kcal/mol,17,Example 6,0,-10.86,0.27,-9.07,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[O-0X2][#1])[Cl-0X1])[#1]
kcal/mol,18,Example 4,0,-7.03,0.28,-8.2,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([C-0X4]([#1])([#1])[#1])[s-0X2]1)[#1])[#1]
kcal/mol,19,Example 3,0,-7.68,0.28,-8.22,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([Cl-0X1])[s-0X2]1)[#1])[#1]
kcal/mol,20,11.0,0,-6.49,0.31,-6.35,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([#1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,21,7.0,0,-8.92,0.33,-7.08,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1])[#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[#1]
kcal/mol,22,Example 27,0,-8.65,0.32,-8.52,[#1][C-0X4]1([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[N+X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([#1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,23,SHP836-2,0,-7.74,0.36,-6.71,[#1][C-0X4]1([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[N+X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1])[#1]
kcal/mol,24,3.0,0,-6.55,0.3,-5.46,[#1][C-0X4]1([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[N+X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1])[#1]
kcal/mol,25,4.0,0,-5.94,0.34,-5.82,[#1][C-0X4]1([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[N+X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([Cl-0X1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1])[#1]
kcal/mol,26,Example 28,0,-8.07,0.31,-8.46,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([#1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]2[n-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
