Affinity unit, # ,Ligand,Quality,Pred. ΔG,Pred. Error,Exp. ΔG,Structure
kcal/mol,17,Example6,0,-9.63,0.24,-9.07,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[O-0X2][#1])[Cl-0X1])[#1]
kcal/mol,18,Example4,0,-7.27,0.22,-8.2,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([C-0X4]([#1])([#1])[#1])[s-0X2]1)[#1])[#1]
kcal/mol,19,Example3,0,-7.5,0.2,-8.22,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([Cl-0X1])[s-0X2]1)[#1])[#1]
kcal/mol,20,11.0,0,-5.51,0.25,-6.35,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([#1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,21,7.0,0,-8.79,0.25,-7.08,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1])[#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[#1]
kcal/mol,22,Example27,0,-9.26,0.27,-8.52,[#1][C-0X4]1([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[N+X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([#1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1]
kcal/mol,23,SHP836-2,0,-8.14,0.3,-6.71,[#1][C-0X4]1([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[N+X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([Cl-0X1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1])[#1]
kcal/mol,24,3.0,0,-6.81,0.2,-5.46,[#1][C-0X4]1([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[N+X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1])[#1]
kcal/mol,25,4.0,0,-6.83,0.3,-5.82,[#1][C-0X4]1([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[N+X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[n-0X2][c-0X3]([c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([Cl-0X1])[c-0X3]([c-0X3]1[#1])[#1])[Cl-0X1])[#1]
kcal/mol,26,Example28,0,-8.63,0.21,-8.46,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]1[c-0X3]1[c-0X3]([#1])[n-0X2][c-0X3]([c-0X3]([n-0X2]1)[N-0X3]([#1])[#1])[c-0X3]1[c-0X3]2[n-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
