Affinity unit, # ,Ligand,Quality,Pred. ΔG,Pred. Error,Exp. ΔG,Structure
kcal/mol,11,23.0,0,-9.13,0.17,-8.96,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[c-0X3]1[n-0X2][c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[N-0X3]([#1])[#1])[#1]
kcal/mol,12,24.0,0,-7.84,0.18,-10.28,[#1][c-0X3]1[c-0X3]([N-0X3]([#1])[C-0X3](=[O-0X1])[C-0X4]([#1])([#1])[#1])[c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1]
kcal/mol,13,25.0,0,-11.04,0.15,-9.74,[#1][c-0X3]1[c-0X3]([N-0X3]([#1])[S-0X4](=[O-0X1])(=[O-0X1])[C-0X4]([#1])([#1])[#1])[c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1]
kcal/mol,14,26.0,0,-8.91,0.26,-10.16,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X3]1=[O-0X1]
kcal/mol,15,27.0,0,-11.43,0.16,-8.41,[#1][c-0X3]1[c-0X3]([N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]([#1])[C-0X3](=[O-0X1])[C-0X4]([#1])([#1])[#1])[c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1]
kcal/mol,16,28.0,0,-9.08,0.16,-6.17,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,17,29.0,0,-11.69,0.19,-9.2,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[S-0X4](=[O-0X1])(=[O-0X1])[N-0X3]([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,18,30.0,0,-11.66,0.15,-11.63,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([O-0X2][#1])[C-0X4]1([#1])[#1]
kcal/mol,19,31.0,0,-11.95,0.15,-11.87,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([O-0X2][#1])[C-0X4]1([#1])[#1]
kcal/mol,20,32.0,0,-9.69,0.18,-9.49,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[#1]
kcal/mol,21,33.0,0,-9.92,0.16,-11.05,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,22,34.0,0,-11.5,0.18,-11.13,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([F-0X1])([F-0X1])[C-0X4]1([#1])[#1]
kcal/mol,23,35.0,0,-11.37,0.14,-11.46,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([O-0X2][#1])[C-0X4]1([#1])[#1]
kcal/mol,24,36.0,0,-11.72,0.15,-11.22,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([C-0X4]1([#1])[#1])[O-0X2][C-0X4]([#1])([#1])[#1]
kcal/mol,25,37.0,0,-12.51,0.15,-11.46,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,26,38.0,0,-11.67,0.18,-11.32,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([F-0X1])([F-0X1])[C-0X4]1([#1])[#1]
kcal/mol,27,39.0,0,-11.89,0.19,-11.46,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,28,40.0,0,-11.59,0.2,-11.13,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,29,41.0,0,-12.53,0.21,-11.22,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,30,42.0,0,-10.91,0.16,-11.46,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]2[c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]2[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([O-0X2][#1])[C-0X4]1([#1])[#1]
kcal/mol,31,43.0,0,-11.24,0.15,-11.87,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]2[c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]2[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([F-0X1])([F-0X1])[C-0X4]1([#1])[#1]
kcal/mol,32,44.0,0,-11.35,0.17,-11.46,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]2[c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]2[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([O-0X2][#1])[C-0X4]1([#1])[#1]
kcal/mol,33,45.0,0,-10.77,0.15,-11.13,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]2[c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]2[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([C-0X4]1([#1])[#1])[O-0X2][C-0X4]([#1])([#1])[#1]
