Affinity unit, # ,Ligand,Quality,Pred. ΔG,Pred. Error,Exp. ΔG,Structure
kcal/mol,11,23,0,-8.0,0.2,-8.96,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[c-0X3]1[n-0X2][c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[N-0X3]([#1])[#1])[#1]
kcal/mol,12,24,0,-7.33,0.22,-10.28,[#1][c-0X3]1[c-0X3]([N-0X3]([#1])[C-0X3](=[O-0X1])[C-0X4]([#1])([#1])[#1])[c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1]
kcal/mol,13,25,0,-11.11,0.2,-9.74,[#1][c-0X3]1[c-0X3]([N-0X3]([#1])[S-0X4](=[O-0X1])(=[O-0X1])[C-0X4]([#1])([#1])[#1])[c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1]
kcal/mol,14,26,0,-9.04,0.26,-10.16,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X3]1=[O-0X1]
kcal/mol,15,27,0,-11.77,0.17,-8.41,[#1][c-0X3]1[c-0X3]([N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]([#1])[C-0X3](=[O-0X1])[C-0X4]([#1])([#1])[#1])[c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1]
kcal/mol,16,28,0,-9.73,0.23,-6.17,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,17,29,0,-10.56,0.24,-9.2,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[S-0X4](=[O-0X1])(=[O-0X1])[N-0X3]([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,18,30,0,-12.19,0.18,-11.63,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([O-0X2][#1])[C-0X4]1([#1])[#1]
kcal/mol,19,31,0,-13.15,0.2,-11.87,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([O-0X2][#1])[C-0X4]1([#1])[#1]
kcal/mol,20,32,0,-9.44,0.22,-9.49,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[#1]
kcal/mol,21,33,0,-9.85,0.22,-11.05,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,22,34,0,-11.69,0.21,-11.13,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([F-0X1])([F-0X1])[C-0X4]1([#1])[#1]
kcal/mol,23,35,0,-11.98,0.17,-11.46,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([O-0X2][#1])[C-0X4]1([#1])[#1]
kcal/mol,24,36,0,-12.16,0.18,-11.22,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([C-0X4]1([#1])[#1])[O-0X2][C-0X4]([#1])([#1])[#1]
kcal/mol,25,37,0,-13.38,0.18,-11.46,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,26,38,0,-12.09,0.22,-11.32,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([F-0X1])([F-0X1])[C-0X4]1([#1])[#1]
kcal/mol,27,39,0,-12.36,0.25,-11.46,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,28,40,0,-12.11,0.25,-11.13,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,29,41,0,-12.6,0.25,-11.22,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[c-0X3]1[c-0X3]([#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]1[#1])[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1]
kcal/mol,30,42,0,-10.0,0.19,-11.46,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]2[c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]2[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([O-0X2][#1])[C-0X4]1([#1])[#1]
kcal/mol,31,43,0,-11.03,0.19,-11.87,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]2[c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]2[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([F-0X1])([F-0X1])[C-0X4]1([#1])[#1]
kcal/mol,32,44,0,-11.7,0.2,-11.46,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]2[c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]2[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([O-0X2][#1])[C-0X4]1([#1])[#1]
kcal/mol,33,45,0,-10.78,0.18,-11.13,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]2[c-0X3]1[c-0X3]([n-0X2][n-0X3]2[#1])[C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]2[c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[n-0X3]([C-0X4]([#1])([#1])[#1])[n-0X2][c-0X3]2[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([C-0X4]1([#1])[#1])[O-0X2][C-0X4]([#1])([#1])[#1]
