Affinity unit, # ,Ligand,Quality,Pred. ΔG,Pred. Error,Exp. ΔG,Structure
kcal/mol,11,5g,0,-11.93,0.21,-10.81,[#1][c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[Cl-0X1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][#1])[#1])[#1]
kcal/mol,12,5h,0,-10.35,0.18,-10.05,[#1][c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[O-0X2][C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][#1])[#1])[#1]
kcal/mol,13,5i,0,-13.22,0.18,-12.08,[#1][c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][#1])[#1])[#1]
kcal/mol,14,5j,0,-11.62,0.2,-11.08,[#1][c-0X3]1[c-0X3]2[n-0X2][c-0X3]([n-0X3]([#1])[c-0X3](=[O-0X1])[c-0X3]2[c-0X3]([F-0X1])[c-0X3]([c-0X3]1[#1])[F-0X1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][#1])[#1]
kcal/mol,15,5k,0,-10.74,0.17,-10.96,[#1][c-0X3]1[c-0X3]([F-0X1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[F-0X1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][#1])[#1])[#1]
kcal/mol,16,5l,0,-12.16,0.18,-10.09,[#1][c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[c-0X3]1[n-0X2][c-0X3]2[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]2[F-0X1])[#1])[F-0X1])[c-0X3](=[O-0X1])[n-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][#1]
kcal/mol,17,5m,0,-12.38,0.18,-12.69,[#1][c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[c-0X3]1[n-0X2][c-0X3]2[c-0X3]([c-0X3]([c-0X3]([F-0X1])[c-0X3]([c-0X3]2[C-0X4]([#1])([#1])[#1])[#1])[#1])[c-0X3](=[O-0X1])[n-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][#1]
kcal/mol,18,5n,0,-10.89,0.19,-10.71,[#1][c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[c-0X3]1[n-0X2][c-0X3]2[c-0X3]([c-0X3]([c-0X3]([F-0X1])[c-0X3]([c-0X3]2[#1])[#1])[#1])[c-0X3](=[O-0X1])[n-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][#1]
kcal/mol,19,5o,0,-12.72,0.2,-12.04,[#1][c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[c-0X3]1[n-0X2][c-0X3]2[c-0X3]([c-0X3]([c-0X3]([F-0X1])[c-0X3]([c-0X3]2[C-0X4]([#1])([#1])[#1])[#1])[#1])[c-0X3](=[O-0X1])[n-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][#1]
kcal/mol,20,5p,0,-10.53,0.19,-10.5,[#1][c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[c-0X3]1[n-0X2][c-0X3]2[c-0X3]([c-0X3]([c-0X3]([F-0X1])[c-0X3]([c-0X3]2[#1])[#1])[#1])[c-0X3](=[O-0X1])[n-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][C-0X4]([#1])([#1])[#1]
kcal/mol,21,7.0,0,-9.47,0.22,-8.4,[#1][c-0X3]1[c-0X3]([n-0X2][c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][#1])[c-0X3]1[n-0X2][c-0X3]2[c-0X3]([c-0X3]([c-0X3]([F-0X1])[c-0X3]([c-0X3]2[#1])[#1])[#1])[c-0X3](=[O-0X1])[n-0X3]1[#1]
kcal/mol,22,8a,0,-8.09,0.19,-10.81,[#1][c-0X3]1[c-0X3]([F-0X1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[#1]
kcal/mol,23,8b,0,-9.71,0.19,-11.93,[#1][c-0X3]1[c-0X3]([F-0X1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[#1]
kcal/mol,24,8f,0,-9.55,0.18,-11.81,[#1][c-0X3]1[c-0X3]([F-0X1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[#1]
kcal/mol,25,8c,0,-7.55,0.18,-10.12,[#1][c-0X3]1[c-0X3]([F-0X1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[F-0X1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[#1]
kcal/mol,26,8d,0,-9.61,0.17,-12.49,[#1][c-0X3]1[c-0X3]([F-0X1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[#1]
kcal/mol,27,8e,0,-7.68,0.18,-10.24,[#1][c-0X3]1[c-0X3]([F-0X1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[F-0X1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[#1]
