Affinity unit, # ,Ligand,Quality,Pred. ΔG,Pred. Error,Exp. ΔG,Structure
kcal/mol,16,5l,0,-11.92,0.13,-10.09,[#1][c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[c-0X3]1[n-0X2][c-0X3]2[c-0X3]([c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]2[F-0X1])[#1])[F-0X1])[c-0X3](=[O-0X1])[n-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][#1]
kcal/mol,17,5m,0,-12.51,0.12,-12.69,[#1][c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[c-0X3]1[n-0X2][c-0X3]2[c-0X3]([c-0X3]([c-0X3]([F-0X1])[c-0X3]([c-0X3]2[C-0X4]([#1])([#1])[#1])[#1])[#1])[c-0X3](=[O-0X1])[n-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][#1]
kcal/mol,18,5n,0,-10.93,0.13,-10.71,[#1][c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[c-0X3]1[n-0X2][c-0X3]2[c-0X3]([c-0X3]([c-0X3]([F-0X1])[c-0X3]([c-0X3]2[#1])[#1])[#1])[c-0X3](=[O-0X1])[n-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][#1]
kcal/mol,19,5o,0,-12.67,0.14,-12.04,[#1][c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[c-0X3]1[n-0X2][c-0X3]2[c-0X3]([c-0X3]([c-0X3]([F-0X1])[c-0X3]([c-0X3]2[C-0X4]([#1])([#1])[#1])[#1])[#1])[c-0X3](=[O-0X1])[n-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][#1]
kcal/mol,20,5p,0,-10.76,0.13,-10.5,[#1][c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[c-0X3]1[n-0X2][c-0X3]2[c-0X3]([c-0X3]([c-0X3]([F-0X1])[c-0X3]([c-0X3]2[#1])[#1])[#1])[c-0X3](=[O-0X1])[n-0X3]1[#1])[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][C-0X4]([#1])([#1])[#1]
kcal/mol,21,7.0,0,-9.01,0.12,-8.4,[#1][c-0X3]1[c-0X3]([n-0X2][c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[O-0X2][#1])[c-0X3]1[n-0X2][c-0X3]2[c-0X3]([c-0X3]([c-0X3]([F-0X1])[c-0X3]([c-0X3]2[#1])[#1])[#1])[c-0X3](=[O-0X1])[n-0X3]1[#1]
kcal/mol,22,8a,0,-8.46,0.12,-10.81,[#1][c-0X3]1[c-0X3]([F-0X1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[#1]
kcal/mol,23,8b,0,-10.05,0.12,-11.93,[#1][c-0X3]1[c-0X3]([F-0X1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[N-0X3]1[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[#1]
kcal/mol,24,8f,0,-9.81,0.12,-11.81,[#1][c-0X3]1[c-0X3]([F-0X1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[#1]
kcal/mol,25,8c,0,-8.0,0.11,-10.12,[#1][c-0X3]1[c-0X3]([F-0X1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[F-0X1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[#1]
kcal/mol,26,8d,0,-9.84,0.11,-12.49,[#1][c-0X3]1[c-0X3]([F-0X1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[#1]
kcal/mol,27,8e,0,-8.08,0.12,-10.24,[#1][c-0X3]1[c-0X3]([F-0X1])[c-0X3]([c-0X3]2[c-0X3](=[O-0X1])[n-0X3]([#1])[c-0X3]([n-0X2][c-0X3]2[c-0X3]1[F-0X1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[#1]
