Affinity unit, # ,Ligand,Quality,Pred. ΔG,Pred. Error,Exp. ΔG,Structure
kcal/mol,11,CHEMBL1084431,0,-10.05,0.26,-9.8,[#1][C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]([C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1])[#1]
kcal/mol,12,CHEMBL1085895,0,-10.92,0.22,-10.86,[#1][N-0X3]([C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,13,CHEMBL1084677,0,-11.84,0.29,-11.46,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[S-0X4](=[O-0X1])(=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,14,CHEMBL1086410,0,-10.27,0.21,-11.46,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,15,CHEMBL1083517,0,-11.24,0.26,-11.46,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([O-0X2][#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,16,CHEMBL1096003,0,-12.16,0.29,-11.87,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[S-0X4](=[O-0X1])(=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([F-0X1])[c-0X3]([c-0X3]([Cl-0X1])[c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,17,CHEMBL1077204,0,-11.65,0.3,-11.05,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]([#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,18,CHEMBL1083836,0,-10.53,0.26,-10.86,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,19,CHEMBL1085666,0,-10.65,0.24,-10.5,[#1][N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,20,CHEMBL1085692,0,-12.65,0.29,-11.32,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([F-0X1])[c-0X3]([c-0X3]([Br-0X1])[c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,21,CHEMBL1084143,0,-12.24,0.3,-11.87,[#1][C-0X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]2[N-0X3]([#1])[C-0X4]([#1])([C-0X4]3([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[N-0X3]([#1])[S-0X4](=[O-0X1])(=[O-0X1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[#1])[O-0X2][C-0X4]3([#1])[c-0X3]2[c-0X3]1[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1])[#1]
kcal/mol,22,CHEMBL1096002,0,-10.96,0.24,-11.13,[#1][O-0X2][C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([F-0X1])[c-0X3]([c-0X3]([Cl-0X1])[c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,23,CHEMBL1089056,0,-9.41,0.21,-9.44,[#1][C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]2[N-0X3]([#1])[C-0X4]([#1])([C-0X4]3([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][C-0X4]3([#1])[c-0X3]2[c-0X3]1[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1])[#1]
kcal/mol,24,CHEMBL1093088,0,-9.65,0.21,-11.22,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]2[C-0X4]3([#1])[O-0X2][C-0X4]([#1])([C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]3([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]2[c-0X3]1[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1])[C-0X4]([#1])([#1])[n-0X3]1[c-0X3]([n-0X2][c-0X3]([n-0X2]1)[#1])[#1])[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1]
kcal/mol,25,CHEMBL1084676,0,-10.6,0.27,-10.71,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,26,CHEMBL1078998,0,-10.45,0.21,-10.37,[#1][C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]2[N-0X3]([#1])[C-0X4]([#1])([C-0X4]3([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][C-0X4]3([#1])[c-0X3]2[c-0X3]1[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[s-0X2]1)[#1])[#1]
kcal/mol,27,CHEMBL1084935,0,-9.39,0.23,-10.53,[#1][C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,28,CHEMBL1088740,0,-8.64,0.22,-8.7,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([C-0X4]([#1])([#1])[#1])[c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
