Affinity unit, # ,Ligand,Quality,Pred. ΔG,Pred. Error,Exp. ΔG,Structure
kcal/mol,11,CHEMBL1084431,0,-10.0,0.27,-9.8,[#1][C-0X4]([#1])([#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]1[#1])[#1])[C-0X3](=[O-0X1])[N-0X3]([C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1])[#1]
kcal/mol,12,CHEMBL1085895,0,-11.13,0.29,-10.86,[#1][N-0X3]([C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,13,CHEMBL1084677,0,-11.31,0.28,-11.46,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[S-0X4](=[O-0X1])(=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,14,CHEMBL1086410,0,-10.27,0.25,-11.46,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,15,CHEMBL1083517,0,-11.5,0.28,-11.46,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([O-0X2][#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,16,CHEMBL1096003,0,-11.99,0.29,-11.87,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[S-0X4](=[O-0X1])(=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([F-0X1])[c-0X3]([c-0X3]([Cl-0X1])[c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,17,CHEMBL1077204,0,-12.37,0.29,-11.05,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N-0X3]([#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,18,CHEMBL1083836,0,-10.28,0.26,-10.86,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,19,CHEMBL1085666,0,-10.52,0.27,-10.5,[#1][N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,20,CHEMBL1085692,0,-12.79,0.31,-11.32,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([F-0X1])[c-0X3]([c-0X3]([Br-0X1])[c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,21,CHEMBL1084143,0,-12.75,0.33,-11.87,[#1][C-0X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]2[N-0X3]([#1])[C-0X4]([#1])([C-0X4]3([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([C-0X4]([#1])([#1])[N-0X3]([#1])[S-0X4](=[O-0X1])(=[O-0X1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[#1])[O-0X2][C-0X4]3([#1])[c-0X3]2[c-0X3]1[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1])[#1]
kcal/mol,22,CHEMBL1096002,0,-10.84,0.25,-11.13,[#1][O-0X2][C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([F-0X1])[c-0X3]([c-0X3]([Cl-0X1])[c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,23,CHEMBL1089056,0,-9.5,0.25,-9.44,[#1][C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]2[N-0X3]([#1])[C-0X4]([#1])([C-0X4]3([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][C-0X4]3([#1])[c-0X3]2[c-0X3]1[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1])[#1]
kcal/mol,24,CHEMBL1093088,0,-9.54,0.28,-11.22,[#1][c-0X3]1[c-0X3]([c-0X3]([c-0X3]2[C-0X4]3([#1])[O-0X2][C-0X4]([#1])([C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]3([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]2[c-0X3]1[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1])[C-0X4]([#1])([#1])[n-0X3]1[c-0X3]([n-0X2][c-0X3]([n-0X2]1)[#1])[#1])[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1]
kcal/mol,25,CHEMBL1084676,0,-10.65,0.3,-10.71,[#1][C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][C-0X3](=[O-0X1])[N-0X3]([#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([F-0X1])([F-0X1])[F-0X1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,26,CHEMBL1078998,0,-10.14,0.26,-10.37,[#1][C-0X4]([#1])([#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]2[N-0X3]([#1])[C-0X4]([#1])([C-0X4]3([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][C-0X4]3([#1])[c-0X3]2[c-0X3]1[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[s-0X2]1)[#1])[#1]
kcal/mol,27,CHEMBL1084935,0,-9.43,0.3,-10.53,[#1][C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[N+X4]([#1])([C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[O-0X2][#1])[C-0X4]([#1])([#1])[C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[C-0X4]([C-0X4]([#1])([#1])[#1])([C-0X4]([#1])([#1])[#1])[C-0X4]([#1])([#1])[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
kcal/mol,28,CHEMBL1088740,0,-8.77,0.28,-8.7,[#1][C-0X4]1([#1])[C-0X4]([#1])([#1])[C-0X4]([#1])([#1])[C-0X4]2([#1])[C-0X4]([#1])([N-0X3]([#1])[c-0X3]3[c-0X3]([#1])[c-0X3]([c-0X3]([C-0X4]([#1])([#1])[#1])[c-0X3]([c-0X3]3[C-0X4]2([#1])[O-0X2]1)[#1])[#1])[c-0X3]1[c-0X3]([#1])[c-0X3]([c-0X3]([#1])[c-0X3]([c-0X3]1[#1])[#1])[#1]
